ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
95017,Peter Pinsent,M,23,178,100,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Heavyweight I,NA
95018,Stephen Pinsent,M,25,170,75,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Light-Heavyweight,NA
95018,Stephen Pinsent,M,29,170,75,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Middleweight,NA
95019,Michael Pinske,M,22,187,90,Germany,GER,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,NA
95020,Jonas Pinskus,M,20,190,89,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,Bronze
95021,Arsne Pint,M,27,177,72,Belgium,BEL,1960 Summer,1960,Summer,Roma,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
95022,Brian Daniel Pintado lvarez,M,21,168,57,Ecuador,ECU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,NA
95023,Janez Pintar,M,29,178,74,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Fours,NA
95024,Tjaa Pintar,F,19,175,65,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
95025,Mladen Pavao Pintari,M,23,NA,NA,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Individual",NA
95025,Mladen Pavao Pintari,M,23,NA,NA,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Team",NA
95026,Robert Pintari,M,31,174,69,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",NA
95026,Robert Pintari,M,31,174,69,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Individual Time Trial,NA
95027,Horatio Pintea,M,25,168,66,Canada,CAN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,NA
95028,Valentin Pntea,M,22,169,65,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,NA
95028,Valentin Pntea,M,22,169,65,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,NA
95028,Valentin Pntea,M,22,169,65,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,NA
95028,Valentin Pntea,M,22,169,65,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,NA
95028,Valentin Pntea,M,22,169,65,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,NA
95028,Valentin Pntea,M,22,169,65,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,NA
95028,Valentin Pntea,M,22,169,65,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,NA
95028,Valentin Pntea,M,26,169,65,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,NA
95028,Valentin Pntea,M,26,169,65,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,NA
95028,Valentin Pntea,M,26,169,65,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,NA
95028,Valentin Pntea,M,26,169,65,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,NA
95028,Valentin Pntea,M,26,169,65,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,NA
95028,Valentin Pntea,M,26,169,65,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,NA
95028,Valentin Pntea,M,26,169,65,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,NA
95028,Valentin Pntea,M,26,169,65,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,NA
95029,Bea Pintens,F,19,NA,NA,Belgium,BEL,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,NA
95029,Bea Pintens,F,21,NA,NA,Belgium,BEL,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,NA
95029,Bea Pintens,F,21,NA,NA,Belgium,BEL,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",NA
95030,Henri Pintens,M,NA,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze
95031,Sofie Pintens,F,19,157,50,Belgium,BEL,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,NA
95031,Sofie Pintens,F,19,157,50,Belgium,BEL,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",NA
95032,Bertalan Pintr,M,24,186,95,Hungary,HUN,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,NA
95032,Bertalan Pintr,M,28,186,95,Hungary,HUN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,NA
95032,Bertalan Pintr,M,32,186,95,Hungary,HUN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,NA
95032,Bertalan Pintr,M,32,186,95,Hungary,HUN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,NA
95033,"Friedrich ""Fritz"" Pinter",M,27,186,80,Austria,AUT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,NA
95033,"Friedrich ""Fritz"" Pinter",M,27,186,80,Austria,AUT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA
95033,"Friedrich ""Fritz"" Pinter",M,35,186,80,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,NA
95034,Istvn Pintr,M,27,180,76,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,NA
95035,Jnos Pintr,M,27,173,54,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",NA
95035,Jnos Pintr,M,27,173,54,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
95035,Jnos Pintr,M,27,173,54,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,NA
95036,Jrgen Pinter,M,26,178,74,Austria,AUT,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
95036,Jrgen Pinter,M,26,178,74,Austria,AUT,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,NA
95037,Orsolya Pintr,F,20,168,50,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Diving,Diving Women's Springboard,NA
95037,Orsolya Pintr,F,24,168,50,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Springboard,NA
95038,Robert Doru Pinter,M,24,NA,NA,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Freestyle,NA
95038,Robert Doru Pinter,M,24,NA,NA,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Butterfly,NA
95039,Gleb Pintilie,M,41,182,74,Romania,ROU,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Skeet,NA
95040,Alfonso Pinto,M,25,161,48,Italy,ITA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,NA
95041,lvaro da Cunha Pinto,M,41,NA,NA,Portugal,POR,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",NA
95041,lvaro da Cunha Pinto,M,41,NA,NA,Portugal,POR,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",NA
95041,lvaro da Cunha Pinto,M,45,NA,NA,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Individual",NA
95041,lvaro da Cunha Pinto,M,45,NA,NA,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",NA
95042,Ammara Pinto,F,18,163,61,Malawi,MAW,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
95043,Anacleto Pereira Pinto,M,28,172,63,Portugal,POR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,NA
95043,Anacleto Pereira Pinto,M,32,172,63,Portugal,POR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,NA
95044,Andreina del Valle Pinto Prez,F,16,176,68,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,NA
95044,Andreina del Valle Pinto Prez,F,16,176,68,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 10 kilometres Open Water,NA
95044,Andreina del Valle Pinto Prez,F,20,176,68,Venezuela,VEN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,NA
95044,Andreina del Valle Pinto Prez,F,20,176,68,Venezuela,VEN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,NA
95044,Andreina del Valle Pinto Prez,F,20,176,68,Venezuela,VEN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,NA
95044,Andreina del Valle Pinto Prez,F,20,176,68,Venezuela,VEN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,NA
95044,Andreina del Valle Pinto Prez,F,24,176,68,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,NA
95044,Andreina del Valle Pinto Prez,F,24,176,68,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,NA
95044,Andreina del Valle Pinto Prez,F,24,176,68,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,NA
95045,Antnio Coelho Pinto,M,22,165,59,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",NA
95045,Antnio Coelho Pinto,M,26,165,59,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,NA
95045,Antnio Coelho Pinto,M,30,165,59,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,NA
95045,Antnio Coelho Pinto,M,34,165,59,Portugal,POR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,NA
95046,Carlos de Carvalho Pinto,M,48,169,62,Portugal,POR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
95046,Carlos de Carvalho Pinto,M,48,169,62,Notavel,POR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",NA
95047,Celestino Pinto,M,20,NA,NA,Brazil,BRA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,NA
95047,Celestino Pinto,M,25,NA,NA,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Welterweight,NA
95048,Cosimo Pinto,M,21,178,81,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Heavyweight,Gold
95049,Daniel de Carvalho Pinto,M,33,178,67,Portugal,POR,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
95049,Daniel de Carvalho Pinto,M,41,178,67,Portugal,POR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
95049,Daniel de Carvalho Pinto,M,41,178,67,Galopin De La Font,POR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",NA
95050,"Guilherme ""Gil"" Saggese Pinto",M,22,173,68,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,NA
95050,"Guilherme ""Gil"" Saggese Pinto",M,22,173,68,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,NA
95050,"Guilherme ""Gil"" Saggese Pinto",M,22,173,68,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,NA
95050,"Guilherme ""Gil"" Saggese Pinto",M,22,173,68,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,NA
95050,"Guilherme ""Gil"" Saggese Pinto",M,22,173,68,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,NA
95050,"Guilherme ""Gil"" Saggese Pinto",M,22,173,68,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,NA
95050,"Guilherme ""Gil"" Saggese Pinto",M,22,173,68,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,NA
95051,Joaquin Pinto,M,27,178,73,Colombia,COL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Individual",NA
95051,Joaquin Pinto,M,27,178,73,Colombia,COL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Team",NA
95052,Jos Lus Franca Abranches Pinto,M,28,181,69,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,NA
95052,Jos Lus Franca Abranches Pinto,M,28,181,69,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,NA
95052,Jos Lus Franca Abranches Pinto,M,32,181,69,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,NA
95052,Jos Lus Franca Abranches Pinto,M,32,181,69,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,NA
95052,Jos Lus Franca Abranches Pinto,M,36,181,69,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 50 kilometres Walk,NA
95053,Keivi Mayerlin Pinto,F,24,159,78,Venezuela,VEN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Heavyweight,NA
95054,Kelson Carlos Santos Pinto,M,24,180,63,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,NA
95055,"Lavinho Thomas ""Lavy"" Pinto",M,22,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,NA
95055,"Lavinho Thomas ""Lavy"" Pinto",M,22,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,NA
95056,Leo Hillary Knowles Pinto,M,34,NA,NA,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
95057,Oppe Pinto,M,21,157,57,Paraguay,PAR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,NA
95058,scar Pinto,M,26,182,74,Portugal,POR,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Individual",NA
95059,Salvatore Pinto,M,31,NA,NA,United States,USA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",NA
95060,Tatjana Lofamakanda Pinto,F,20,170,56,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres,NA
95060,Tatjana Lofamakanda Pinto,F,20,170,56,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,NA
95060,Tatjana Lofamakanda Pinto,F,24,170,56,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,NA
95060,Tatjana Lofamakanda Pinto,F,24,170,56,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,NA
95061,Waldomiro Claudiano Pinto,M,25,165,54,Brazil,BRA,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight,NA
95062,Yanel Andreina Pinto Prez,F,19,165,55,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,NA
95062,Yanel Andreina Pinto Prez,F,23,165,55,Venezuela,VEN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,NA
95063,Zahra Pinto,F,14,NA,NA,Malawi,MAW,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,NA
95064,Valerio Pinton,M,22,195,99,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,NA
95064,Valerio Pinton,M,26,195,99,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,NA
95065,Vincenzo Pinton,M,22,NA,NA,Italy,ITA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Individual",NA
95065,Vincenzo Pinton,M,22,NA,NA,Italy,ITA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Team",Silver
95065,Vincenzo Pinton,M,34,NA,NA,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Individual",Silver
95065,Vincenzo Pinton,M,34,NA,NA,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Team",Silver
95065,Vincenzo Pinton,M,38,NA,NA,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",NA
95065,Vincenzo Pinton,M,38,NA,NA,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",Silver
95066,Achille Pintonello,M,NA,NA,NA,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",NA
95067,Alexis Pinturault,M,22,180,80,France,FRA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze
95067,Alexis Pinturault,M,22,180,80,France,FRA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,NA
95067,Alexis Pinturault,M,22,180,80,France,FRA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,NA
95068,Zhanna Yurivna Pintusevych-Blok (Tarnopolska-),F,24,164,62,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres,NA
95068,Zhanna Yurivna Pintusevych-Blok (Tarnopolska-),F,24,164,62,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 200 metres,NA
95068,Zhanna Yurivna Pintusevych-Blok (Tarnopolska-),F,28,164,62,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres,NA
95068,Zhanna Yurivna Pintusevych-Blok (Tarnopolska-),F,28,164,62,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 200 metres,NA
95068,Zhanna Yurivna Pintusevych-Blok (Tarnopolska-),F,32,164,62,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 100 metres,NA
95068,Zhanna Yurivna Pintusevych-Blok (Tarnopolska-),F,32,164,62,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,NA
95069,Simone Pinzani,M,21,176,67,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Team,NA
95069,Simone Pinzani,M,21,176,67,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Individual,NA
95070,Victor Pnzaru,M,18,187,79,Moldova,MDA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,NA
95070,Victor Pnzaru,M,18,187,79,Moldova,MDA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,NA
95070,Victor Pnzaru,M,21,187,79,Moldova,MDA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,NA
95071,Giampiero Pinzi,M,23,176,74,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
95072,Omar Andrs Pinzn Garca,M,15,185,85,Colombia,COL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Backstroke,NA
95072,Omar Andrs Pinzn Garca,M,19,185,85,Colombia,COL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,NA
95072,Omar Andrs Pinzn Garca,M,19,185,85,Colombia,COL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke,NA
95072,Omar Andrs Pinzn Garca,M,19,185,85,Colombia,COL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Butterfly,NA
95072,Omar Andrs Pinzn Garca,M,19,185,85,Colombia,COL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,NA
95072,Omar Andrs Pinzn Garca,M,19,185,85,Colombia,COL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 400 metres Individual Medley,NA
95072,Omar Andrs Pinzn Garca,M,23,185,85,Colombia,COL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,NA
95072,Omar Andrs Pinzn Garca,M,23,185,85,Colombia,COL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Backstroke,NA
95072,Omar Andrs Pinzn Garca,M,23,185,85,Colombia,COL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,NA
95072,Omar Andrs Pinzn Garca,M,27,185,85,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,NA
95073,Dionisia Pio,F,27,167,63,Angola,ANG,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,NA
95074,Yvonne Pioch,F,16,160,50,Germany,GER,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,NA
95074,Yvonne Pioch,F,16,160,50,Germany,GER,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,NA
95074,Yvonne Pioch,F,16,160,50,Germany,GER,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,NA
