ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
16262,Jean-Marie Buisset,M,34,172,72,Belgium,BEL,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,NA
16263,Marion Buisson,F,20,176,60,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Pole Vault,NA
16264,Marguerite Gay Buist (-Ritchie),F,29,166,49,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Marathon,NA
16265,"Wouter Marinus ""Wout"" Buitenweg",M,34,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,NA
16266,Roberto Buitrago Duenas,M,22,172,66,Colombia,COL,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
16267,Franciszek Bujak,M,27,176,72,Poland,POL,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,NA
16267,Franciszek Bujak,M,27,176,72,Poland,POL,1924 Winter,1924,Winter,Chamonix,Nordic Combined,Nordic Combined Men's Individual,NA
16268,Jzef Bujak,M,29,168,70,Poland,POL,1928 Winter,1928,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,NA
16268,Jzef Bujak,M,29,168,70,Poland,POL,1928 Winter,1928,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
16269,Maria Bujakowa (omnicka-),F,47,NA,NA,Poland,POL,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",NA
16270,Jeremy John (Jarema Stanisaw-) Bujakowski,M,24,NA,NA,India,IND,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,NA
16270,Jeremy John (Jarema Stanisaw-) Bujakowski,M,28,NA,NA,India,IND,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Downhill,NA
16270,Jeremy John (Jarema Stanisaw-) Bujakowski,M,28,NA,NA,India,IND,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
16270,Jeremy John (Jarema Stanisaw-) Bujakowski,M,28,NA,NA,India,IND,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Slalom,NA
16271,Krzysztof Andrzej Bujar,M,30,170,76,Poland,POL,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
16272,Josip Bujas,M,30,165,51,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,NA
16273,Leonardo Bujas,M,31,NA,NA,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,NA
16274,ime Bujas,M,21,NA,NA,Yugoslavia,YUG,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Fours,NA
16275,gota Bujdos,F,33,174,73,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze
16276,Alexandra Bujdoso,F,18,166,53,Germany,GER,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Individual",NA
16276,Alexandra Bujdoso,F,22,166,53,Germany,GER,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Sabre, Individual",NA
16277,Imre Bujdos,M,29,171,73,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Individual",NA
16277,Imre Bujdos,M,29,171,73,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Gold
16277,Imre Bujdos,M,33,171,73,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Silver
16278,Bjiin Jalbaa,M,24,164,64,Mongolia,MGL,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 1,500 metres",NA
16279,Cristina Ioana Bujin,F,24,172,56,Romania,ROU,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Triple Jump,NA
16279,Cristina Ioana Bujin,F,28,172,56,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,NA
16280,Barbara Bujka,F,25,172,82,Hungary,HUN,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,NA
16280,Barbara Bujka,F,29,172,82,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,NA
16281,Gbor Bujka,M,27,190,85,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,NA
16282,Tams Bujk,M,25,165,69,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Lightweight,NA
16283,Zdenka Bujnkov (-Jnoov),F,17,167,59,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,NA
16283,Zdenka Bujnkov (-Jnoov),F,17,167,59,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,NA
16283,Zdenka Bujnkov (-Jnoov),F,17,167,59,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,NA
16283,Zdenka Bujnkov (-Jnoov),F,17,167,59,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,NA
16283,Zdenka Bujnkov (-Jnoov),F,17,167,59,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,NA
16283,Zdenka Bujnkov (-Jnoov),F,17,167,59,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,NA
16284,Piotr Bujnarowski,M,20,192,90,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,NA
16284,Piotr Bujnarowski,M,24,192,90,Poland,POL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,NA
16285,Mandy Marie Brigitte Bujold,F,29,160,51,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,NA
16286,Daniel B. Bukantz,M,30,185,88,United States,USA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Team",NA
16286,Daniel B. Bukantz,M,34,185,88,United States,USA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Individual",NA
16286,Daniel B. Bukantz,M,34,185,88,United States,USA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",NA
16286,Daniel B. Bukantz,M,38,185,88,United States,USA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Team",NA
16286,Daniel B. Bukantz,M,42,185,88,United States,USA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",NA
16287,Mabika Yolande Bukasa,F,28,170,70,Refugee Olympic Athletes,ROT,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,NA
16288,Karlis Bukass,M,32,NA,NA,Latvia,LAT,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,NA
16289,Mikhail Leonidovich Bukatin,M,24,190,88,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,NA
16290,Peder Harald Pedersen Bukdahl,M,22,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver
16291,Heinz Bker,M,23,179,84,Germany,GER,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
16292,"Raymond Bates ""Ray"" Buker, Sr.",M,24,167,66,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",NA
16293,"Jacobus Wilhelm ""Willie"" Bukes",M,24,NA,NA,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,NA
16293,"Jacobus Wilhelm ""Willie"" Bukes",M,24,NA,NA,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,NA
16293,"Jacobus Wilhelm ""Willie"" Bukes",M,24,NA,NA,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,NA
16294,Nikolay Petkov Bukhalov,M,21,187,93,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
16294,Nikolay Petkov Bukhalov,M,25,187,93,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
16294,Nikolay Petkov Bukhalov,M,25,187,93,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
16294,Nikolay Petkov Bukhalov,M,29,187,93,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",NA
16294,Nikolay Petkov Bukhalov,M,29,187,93,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",NA
16294,Nikolay Petkov Bukhalov,M,33,187,93,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",NA
16294,Nikolay Petkov Bukhalov,M,33,187,93,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",NA
16295,Spas Bukhalov,M,23,186,90,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,NA
16295,Spas Bukhalov,M,27,186,90,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,NA
16296,Kim Ivanovich Bukhantsov,M,24,183,100,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Discus Throw,NA
16296,Kim Ivanovich Bukhantsov,M,28,183,100,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,NA
16296,Kim Ivanovich Bukhantsov,M,32,183,100,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,NA
16297,Gennady Ivanovich Bukharin,M,27,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
16297,Gennady Ivanovich Bukharin,M,27,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Bronze
16298,Galina Petrovna Bukharina,F,23,156,51,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
16298,Galina Petrovna Bukharina,F,27,156,51,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,NA
16298,Galina Petrovna Bukharina,F,27,156,51,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,NA
16299,Luka Buki,M,22,195,90,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
16300,Perica Buki,M,18,198,85,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
16300,Perica Buki,M,22,198,85,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Gold
16300,Perica Buki,M,30,198,85,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Silver
16301,Andrey Anatolyevich Bukin,M,22,185,63,Soviet Union-3,URS,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Ice Dancing,NA
16301,Andrey Anatolyevich Bukin,M,26,185,63,Soviet Union-1,URS,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
16301,Andrey Anatolyevich Bukin,M,30,185,63,Soviet Union-1,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
16302,Yekaterina Borisovna Bukina,F,29,174,75,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze
16303,Anna Bukis (-Owsiak),F,26,167,61,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 800 metres,NA
16303,Anna Bukis (-Owsiak),F,26,167,61,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Women's 1,500 metres",NA
16304,Anders Peter Bkk,M,20,160,53,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",NA
16305,Brigita Bukovec,F,22,168,55,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres Hurdles,NA
16305,Brigita Bukovec,F,26,168,55,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,Silver
16306,Konrad Bukowiecki,M,19,191,138,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,NA
16307,"Dorota Bukowska (-Roek, -Szwichtenberg)",F,28,185,80,Poland,POL,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,NA
16308,Helena Teodora Bukowska-Szlekys,F,49,NA,NA,Poland,POL,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",NA
16309,John Michael Bukowski,M,21,183,70,Australia,AUS,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Middleweight,NA
16309,John Michael Bukowski,M,25,183,70,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,NA
16310,Piotr Bukowski,M,29,187,83,Germany,GER,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,NA
16310,Piotr Bukowski,M,33,187,83,Germany,GER,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,NA
16311,Stanisaw Bukowski,M,25,164,62,Poland,POL,1948 Winter,1948,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,NA
16311,Stanisaw Bukowski,M,25,164,62,Poland,POL,1948 Winter,1948,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
16311,Stanisaw Bukowski,M,33,164,62,Poland,POL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
16311,Stanisaw Bukowski,M,33,164,62,Poland,POL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
16312,Valeri Bukrejev,M,28,186,86,Estonia,EST,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,NA
16312,Valeri Bukrejev,M,32,186,86,Estonia,EST,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,NA
16313,Sergey Anatolyevich Bukreyev,M,24,183,72,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,NA
16313,Sergey Anatolyevich Bukreyev,M,28,183,72,Russia,RUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,NA
16314,Jkabs Bukse,M,32,NA,NA,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Individual",NA
16314,Jkabs Bukse,M,32,NA,NA,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",NA
16315,Zoltn Bkszegi,M,20,183,78,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,NA
16316,Jaroslava Bukvajov,F,18,183,64,Slovakia,SVK,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,NA
16316,Jaroslava Bukvajov,F,18,183,64,Slovakia,SVK,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,NA
16316,Jaroslava Bukvajov,F,18,183,64,Slovakia,SVK,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,NA
16316,Jaroslava Bukvajov,F,22,183,64,Slovakia,SVK,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,NA
16316,Jaroslava Bukvajov,F,22,183,64,Slovakia,SVK,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,NA
16316,Jaroslava Bukvajov,F,22,183,64,Slovakia,SVK,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,NA
16316,Jaroslava Bukvajov,F,22,183,64,Slovakia,SVK,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,NA
16316,Jaroslava Bukvajov,F,26,183,64,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
16316,Jaroslava Bukvajov,F,26,183,64,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,NA
16317,Riardas Bukys,M,24,NA,NA,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Pairs,NA
16318,Ivan Bulaja,M,22,173,72,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,NA
16319,Toni Bulaja,M,26,164,60,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,NA
16320,Mariya Alekseyevna Bulakhova,F,15,170,51,Russia,RUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Butterfly,NA
16321,Anatoly Nikolayevich Bulakov,M,22,NA,NA,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,Bronze
16322,Ratchaneewan Bulakul,F,13,165,44,Thailand,THA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,NA
16322,Ratchaneewan Bulakul,F,13,165,44,Thailand,THA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,NA
16322,Ratchaneewan Bulakul,F,13,165,44,Thailand,THA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,NA
16323,Karel Bulan,M,32,170,84,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",NA
16323,Karel Bulan,M,32,170,84,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",NA
16323,Karel Bulan,M,36,170,84,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",NA
16324,Yevhen Nikitych Bulanchyk,M,30,184,80,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,NA
16325,Valeriu Bularc,M,29,174,73,Romania,ROU,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",NA
16325,Valeriu Bularc,M,33,174,73,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
16326,Gabriel Bularda,M,26,190,87,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,NA
16327,Viktor Grigoryevich Bulat,M,25,192,105,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,NA
16328,Vladimir Grigoryevich Bulatov,M,27,177,77,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Pole Vault,NA
