ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
47,Erling Rudolf Aastad,M,22,177,74,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,NA
47,Erling Rudolf Aastad,M,22,177,74,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,NA
102,Sayed Fahmy Abaza,M,NA,NA,NA,Egypt,EGY,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,NA
133,Franz Abb,M,NA,NA,NA,Germany,GER,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
139,"George ""Ioannis"" Abbot",M,NA,NA,NA,Thessalonki-1,GRE,1906 Summer,1906,Summer,Athina,Football,Football Men's Football,Bronze
150,Margaret Ives Abbott (-Dunne),F,23,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Golf,Golf Women's Individual,Gold
151,Mary Perkins Ives Abbott (Perkins-),F,42,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Golf,Golf Women's Individual,NA
330,Tewfik Abdullah,M,23,NA,NA,Egypt,EGY,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,NA
399,Egil Sten Abel,M,20,NA,NA,Fornebo,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 7 metres,Silver
404,"Louis Grenville ""Lou"" Abell",M,15,NA,NA,Vesper Boat Club,USA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
404,"Louis Grenville ""Lou"" Abell",M,19,NA,NA,Vesper Boat Club,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
414,Arvid berg,M,26,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Hammer Throw,NA
416,Nils Georg berg,M,19,181,78,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,Bronze
416,Nils Georg berg,M,19,181,78,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,Silver
418,Karl Konrad berg,M,22,NA,NA,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",NA
505,"Alexander ""Alex"" Abraham (Steglitz)",M,25,186,84,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Decathlon,NA
508,Bernhard Abraham,M,NA,NA,NA,Germany,GER,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,NA
519,Harold Maurice Abrahams,M,20,183,75,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,NA
519,Harold Maurice Abrahams,M,20,183,75,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,NA
519,Harold Maurice Abrahams,M,20,183,75,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,NA
519,Harold Maurice Abrahams,M,20,183,75,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,NA
520,Sidney Solomon Abrahams,M,21,NA,NA,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
520,Sidney Solomon Abrahams,M,21,NA,NA,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Long Jump,NA
520,Sidney Solomon Abrahams,M,27,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,NA
521,Isak Abrahamsen,M,21,NA,NA,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
527,Erik Adolf Efraim Abrahamsson,M,22,172,61,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,Bronze
577,Knut Richard brink,M,23,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Javelin Throw,NA
577,Knut Richard brink,M,23,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Javelin Throw, Both Hands",NA
635,Alfredo Accorsi,M,27,NA,NA,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,NA
639,Domingo Gmez-Acedo Villanueva,M,21,NA,NA,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
676,Gaston Achille,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
697,Fausto Alesio Acke (Padovini-),M,22,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
699,"Charles Edwin ""Charley"" Ackerly",M,22,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
757,Adam,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
758,Adam,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Freestyle,NA
767,"Johannes ""Johann"" Adam",M,NA,NA,NA,Germany,GER,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Individual",NA
767,"Johannes ""Johann"" Adam",M,NA,NA,NA,Germany,GER,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's Sabre, Individual",NA
767,"Johannes ""Johann"" Adam",M,NA,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Foil, Individual",NA
767,"Johannes ""Johann"" Adam",M,NA,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",NA
774,"Nicolas Dominique ""Nic"" Adam",M,30,NA,NA,Luxembourg,LUX,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,NA
774,"Nicolas Dominique ""Nic"" Adam",M,30,NA,NA,Luxembourg,LUX,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",NA
776,Paul Adam,M,49,NA,NA,France,FRA,1912 Summer,1912,Summer,Stockholm,Art Competitions,Art Competitions Mixed Literature,NA
778,Sndor dm,M,20,NA,NA,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,NA
806,"Bartlett S. ""Bart"" Adams",M,38,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Individual,NA
807,"Benjamin Willard ""Ben"" Adams",M,22,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Silver
807,"Benjamin Willard ""Ben"" Adams",M,22,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Bronze
813,Edgar Holmes Adams,M,36,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 220 yard Freestyle,NA
813,Edgar Holmes Adams,M,36,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 880 yard Freestyle,NA
813,Edgar Holmes Adams,M,36,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's One Mile Freestyle,NA
813,Edgar Holmes Adams,M,36,NA,NA,New York Athletic Club #2-4,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,NA
813,Edgar Holmes Adams,M,36,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's Plunge For Distance,Silver
814,Edward Adams,M,NA,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Featherweight,NA
816,"Frederick Thomas ""Fred"" Adams",M,NA,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Featherweight,NA
818,Harry Lester Adams,M,31,NA,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",NA
818,Harry Lester Adams,M,31,NA,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",NA
818,Harry Lester Adams,M,31,NA,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",NA
818,Harry Lester Adams,M,31,NA,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold
818,Harry Lester Adams,M,39,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",NA
836,Platt Adams,M,23,188,78,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing High Jump,NA
836,Platt Adams,M,23,188,78,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing Long Jump,NA
836,Platt Adams,M,23,188,78,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Triple Jump,NA
836,Platt Adams,M,23,188,78,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Discus Throw,NA
836,Platt Adams,M,23,188,78,United States,USA,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's Discus Throw, Greek Style",NA
836,Platt Adams,M,27,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump,NA
836,Platt Adams,M,27,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Gold
836,Platt Adams,M,27,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Silver
836,Platt Adams,M,27,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,NA
843,William T. Adams,M,NA,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",NA
884,Eugene Addor,M,NA,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Bronze
968,"Margarete ""Grete"" Adler",F,16,NA,NA,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,NA
968,"Margarete ""Grete"" Adler",F,16,NA,NA,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
972,Herman Aleksandrovich Adlerberg,M,21,NA,NA,Bylina-2,RUS,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,NA
974,Nils August Domingo Adlercreutz,M,45,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Jumping, Individual",NA
974,Nils August Domingo Adlercreutz,M,45,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",NA
974,Nils August Domingo Adlercreutz,M,45,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
975,Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),F,39,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze
977,Erik William Adlerz,M,15,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,NA
977,Erik William Adlerz,M,19,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Platform,Gold
977,Erik William Adlerz,M,19,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Gold
977,Erik William Adlerz,M,27,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Silver
977,Erik William Adlerz,M,27,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Plain High,NA
978,Mrta Elvira Adlerz (-Hermansson),F,15,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Women's Plain High,NA
978,Mrta Elvira Adlerz (-Hermansson),F,23,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Women's Plain High,NA
1006,Ador,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Shooting,Shooting Men's Trap,NA
1015,Conrad Adriaenssens,M,49,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",NA
1015,Conrad Adriaenssens,M,49,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",NA
1015,Conrad Adriaenssens,M,49,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",NA
1015,Conrad Adriaenssens,M,49,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",NA
1015,Conrad Adriaenssens,M,49,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",NA
1015,Conrad Adriaenssens,M,49,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",NA
1047,"Carl Bror Emil ""Kalle"" Aejemelaeus (-im)",M,29,169,NA,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
1049,Lon Joseph Aelter (-Freddy),M,22,NA,NA,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
1049,Lon Joseph Aelter (-Freddy),M,22,NA,NA,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,NA
1065,Oscar Adolf Richard af Strm,M,44,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Dressage, Individual",NA
1066,Paulus Reinhold af Uhr,M,20,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump,NA
1144,Henrik Agersborg,M,47,NA,NA,Stella-2,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze
1151,Harald Agger,M,19,NA,NA,Denmark,DEN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Hammer Throw,NA
1168,Umberto Agliorini,M,NA,NA,NA,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,NA
1176,Nemo Agodi,M,20,NA,NA,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,NA
1208,Ioannis Agrimis,M,NA,NA,NA,"Large boat, Central Naval Prep School ""Poros""-1",GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
1321,"Daniel William ""Dan"" Ahearn (Ahearne-)",M,32,178,69,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,NA
1323,"Timothy Joseph ""Tim"" Ahearne",M,22,170,57,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,NA
1323,"Timothy Joseph ""Tim"" Ahearne",M,22,170,57,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Long Jump,NA
1323,"Timothy Joseph ""Tim"" Ahearne",M,22,170,57,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing Long Jump,NA
1323,"Timothy Joseph ""Tim"" Ahearne",M,22,170,57,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
1335,Gillis Ferdinand Ahlberg,M,19,NA,NA,Gteborgs Roddklubb-1,SWE,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,NA
1347,Alexis Malkolm Ahlgren,M,24,158,56,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Marathon,NA
1348,Anders Oscar Ahlgren,M,24,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver
1348,Anders Oscar Ahlgren,M,32,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",NA
1355,"Henrik Aleksander ""Heikki"" hlman (-Pennola)",M,26,NA,NA,Finland,FIN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Pole Vault,NA
1355,"Henrik Aleksander ""Heikki"" hlman (-Pennola)",M,26,NA,NA,Finland,FIN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Shot Put,NA
1355,"Henrik Aleksander ""Heikki"" hlman (-Pennola)",M,26,NA,NA,Finland,FIN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Stone Throw,NA
1355,"Henrik Aleksander ""Heikki"" hlman (-Pennola)",M,26,NA,NA,Finland,FIN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Discus Throw,NA
1355,"Henrik Aleksander ""Heikki"" hlman (-Pennola)",M,26,NA,NA,Finland,FIN,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's Javelin Throw, Freestyle",NA
1355,"Henrik Aleksander ""Heikki"" hlman (-Pennola)",M,26,NA,NA,Finland,FIN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Pentathlon (Ancient),NA
1424,Arthur Ahnger,M,26,NA,NA,Lucky Girl-1,FIN,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
1428,Paavo Aho,M,20,180,63,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Shot Put,NA
1428,Paavo Aho,M,20,180,63,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Shot Put, Both Hands",NA
1475,Aleksis Aide,M,24,NA,NA,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 10 kilometres Walk,NA
1503,John Creyghton Ainsworth-Davis,M,25,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,NA
1503,John Creyghton Ainsworth-Davis,M,25,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
1531,Frances Helen Aitchison (-Leisk),F,30,NA,NA,Great Britain-1,GBR,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver
1531,Frances Helen Aitchison (-Leisk),F,30,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Women's Singles, Covered Courts",NA
1537,William Victor Aitken,M,19,NA,NA,Australasia,ANZ,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Marathon,NA
1538,Vladimir Atoff,M,20,NA,NA,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
1611,Nils Carlsson kerblom,M,24,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Individual",NA
1628,Jns Bruno Vincent kesson,M,25,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",NA
1630,Nikolaos Akestoridis,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",NA
1668,Aleksandr Akhyun,M,19,NA,NA,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Individual All-Around,NA
1677,Andrey Aleksandrovich Akimov,M,21,166,66,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,NA
1706,Aleksandr Akondinov,M,20,NA,NA,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",NA
1724,Aristidis Akratopoulos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
1724,Aristidis Akratopoulos,M,NA,NA,NA,Greece-3,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,NA
1725,"Konstantinos ""Kostas"" Akratopoulos",M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,NA
1725,"Konstantinos ""Kostas"" Akratopoulos",M,NA,NA,NA,Greece-3,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,NA
2223,Edoardo Alaimo,M,NA,NA,NA,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Foil, Individual",NA
2223,Edoardo Alaimo,M,NA,NA,NA,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Individual",NA
2223,Edoardo Alaimo,M,NA,NA,NA,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",NA
2243,Gaston Alancourt,M,24,NA,NA,France,FRA,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Individual",NA
2243,Gaston Alancourt,M,24,NA,NA,France,FRA,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",NA
2243,Gaston Alancourt,M,32,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Cycling,Cycling Men's 50 kilometres,NA
2292,Aristidis Albanopoulos,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",NA
2292,Aristidis Albanopoulos,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Cycling,Cycling Men's 333 metres Time Trial,NA
2292,Aristidis Albanopoulos,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",NA
2292,Aristidis Albanopoulos,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Cycling,Cycling Men's 20 kilometres,NA
2297,John Laurent Albaret,M,41,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",NA
2302,Pierre Henri Maurice Albarran,M,26,NA,NA,France-3,FRA,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Doubles,Bronze
2316,A. Albert,M,NA,NA,NA,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
2317,Auguste Albert,M,NA,NA,NA,Martha-27,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,NA
2317,Auguste Albert,M,NA,NA,NA,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver
2317,Auguste Albert,M,NA,NA,NA,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze
2319,Charles Albert,M,NA,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Flyweight,NA
2323,Georges-Henri Albert,M,NA,NA,NA,France-1,FRA,1908 Summer,1908,Summer,London,Football,Football Men's Football,NA
2340,Mario Albertini,M,NA,NA,NA,Italy,ITA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,NA
2340,Mario Albertini,M,NA,NA,NA,Italy,ITA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's One Mile Freestyle,NA
2347,Georg Albert Christian Albertsen,M,30,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
2434,Cyril Albert Alden,M,NA,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",NA
2434,Cyril Albert Alden,M,NA,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
2434,Cyril Albert Alden,M,NA,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Cycling,Cycling Men's 50 kilometres,Silver
2446,Horace James Murrall Aldous,M,25,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,NA
2462,Flix Alegra,M,35,NA,NA,Chile,CHI,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
